"activityName" "subjectId" "tBodyAcc_mean_X" "tBodyAcc_mean_Y" "tBodyAcc_mean_Z" "tGravityAcc_mean_X" "tGravityAcc_mean_Y" "tGravityAcc_mean_Z" "tBodyAccJerk_mean_X" "tBodyAccJerk_mean_Y" "tBodyAccJerk_mean_Z" "tBodyGyro_mean_X" "tBodyGyro_mean_Y" "tBodyGyro_mean_Z" "tBodyGyroJerk_mean_X" "tBodyGyroJerk_mean_Y" "tBodyGyroJerk_mean_Z" "tBodyAccMag_mean" "tGravityAccMag_mean" "tBodyAccJerkMag_mean" "tBodyGyroMag_mean" "tBodyGyroJerkMag_mean" "fBodyAcc_mean_X" "fBodyAcc_mean_Y" "fBodyAcc_mean_Z" "fBodyAccJerk_mean_X" "fBodyAccJerk_mean_Y" "fBodyAccJerk_mean_Z" "fBodyGyro_mean_X" "fBodyGyro_mean_Y" "fBodyGyro_mean_Z" "fBodyAccMag_mean" "fBodyBodyAccJerkMag_mean" "fBodyBodyGyroMag_mean" "fBodyBodyGyroJerkMag_mean" "tBodyAcc_std_X" "tBodyAcc_std_Y" "tBodyAcc_std_Z" "tGravityAcc_std_X" "tGravityAcc_std_Y" "tGravityAcc_std_Z" "tBodyAccJerk_std_X" "tBodyAccJerk_std_Y" "tBodyAccJerk_std_Z" "tBodyGyro_std_X" "tBodyGyro_std_Y" "tBodyGyro_std_Z" "tBodyGyroJerk_std_X" "tBodyGyroJerk_std_Y" "tBodyGyroJerk_std_Z" "tBodyAccMag_std" "tGravityAccMag_std" "tBodyAccJerkMag_std" "tBodyGyroMag_std" "tBodyGyroJerkMag_std" "fBodyAcc_std_X" "fBodyAcc_std_Y" "fBodyAcc_std_Z" "fBodyAccJerk_std_X" "fBodyAccJerk_std_Y" "fBodyAccJerk_std_Z" "fBodyGyro_std_X" "fBodyGyro_std_Y" "fBodyGyro_std_Z" "fBodyAccMag_std" "fBodyBodyAccJerkMag_std" "fBodyBodyGyroMag_std" "fBodyBodyGyroJerkMag_std"
STANDING " 3" 2.800465e-01 -1.433766e-02 -1.016217e-01  9.350308e-01 -3.017351e-01  2.476311e-02 7.509006e-02  7.716636e-03 -8.071779e-03 -2.466261e-02 -5.851019e-02  6.652621e-02 -9.946026e-02 -4.724158e-02 -4.168322e-02 -9.254308e-01 -9.254308e-01 -9.593038e-01 -8.920893e-01 -9.623393e-01 -9.601234e-01 -9.080754e-01 -9.395077e-01 -9.576669e-01 -9.434980e-01 -9.691749e-01 -9.012823e-01 -9.377112e-01 -9.161725e-01 -9.269689e-01 -9.486275e-01 -9.136824e-01 -9.603317e-01 -9.667425e-01 -8.934493e-01 -9.114190e-01 -9.820204e-01 -9.574253e-01 -9.281616e-01 -9.570865e-01 -9.416868e-01 -9.730596e-01 -9.004622e-01 -9.277886e-01 -9.123641e-01 -9.409376e-01 -9.684337e-01 -9.582930e-01 -9.151433e-01 -9.151433e-01 -9.487700e-01 -8.821252e-01 -9.576798e-01 -9.699313e-01 -8.924343e-01 -9.048013e-01 -9.605709e-01 -9.439485e-01 -9.755959e-01 -9.019857e-01 -9.231259e-01 -9.197438e-01 -9.218361e-01 -9.482068e-01 -8.834397e-01 -9.571215e-01
STANDING " 4" 2.804997e-01 -9.489111e-03 -9.615749e-02  9.561978e-01 -7.590091e-02  1.668938e-01 7.213284e-02 -6.530157e-03 -2.118899e-02 -3.064493e-02 -6.182485e-02  7.556364e-02 -1.030579e-01 -4.612572e-02 -4.907535e-02 -9.064781e-01 -9.064781e-01 -9.633707e-01 -9.009821e-01 -9.676141e-01 -9.734975e-01 -8.895492e-01 -9.316434e-01 -9.723109e-01 -9.376242e-01 -9.686484e-01 -9.054642e-01 -9.559929e-01 -9.152810e-01 -9.176140e-01 -9.561393e-01 -9.142092e-01 -9.644711e-01 -9.769206e-01 -8.615974e-01 -8.968805e-01 -9.729084e-01 -9.176135e-01 -8.994048e-01 -9.725865e-01 -9.383547e-01 -9.730542e-01 -9.096880e-01 -9.492271e-01 -9.099950e-01 -9.496339e-01 -9.760652e-01 -9.579820e-01 -8.909767e-01 -8.909767e-01 -9.581595e-01 -8.851443e-01 -9.642828e-01 -9.787376e-01 -8.573803e-01 -8.875543e-01 -9.757067e-01 -9.440753e-01 -9.762295e-01 -9.124648e-01 -9.458258e-01 -9.166516e-01 -8.953400e-01 -9.600325e-01 -8.871944e-01 -9.664302e-01
STANDING " 5" 2.825444e-01 -7.004186e-03 -1.021711e-01  9.601887e-01 -3.871013e-02  1.386384e-01 7.251899e-02 -2.219902e-03 -1.228122e-02 -3.227119e-02 -5.098751e-02  6.909458e-02 -9.222499e-02 -3.991082e-02 -4.222213e-02 -9.061047e-01 -9.061047e-01 -9.568636e-01 -9.006716e-01 -9.584059e-01 -9.645009e-01 -8.907964e-01 -9.150838e-01 -9.630592e-01 -9.313702e-01 -9.584387e-01 -9.096618e-01 -9.393735e-01 -9.071908e-01 -9.046414e-01 -9.418259e-01 -9.045439e-01 -9.522864e-01 -9.685918e-01 -8.694399e-01 -8.693273e-01 -9.740882e-01 -9.319739e-01 -9.146085e-01 -9.626471e-01 -9.312171e-01 -9.638321e-01 -9.103952e-01 -9.337381e-01 -9.074716e-01 -9.419300e-01 -9.611777e-01 -9.447553e-01 -8.797738e-01 -8.797738e-01 -9.429620e-01 -8.670417e-01 -9.479707e-01 -9.706684e-01 -8.679332e-01 -8.582314e-01 -9.657789e-01 -9.362026e-01 -9.680723e-01 -9.127809e-01 -9.318578e-01 -9.167894e-01 -8.867452e-01 -9.436020e-01 -8.689140e-01 -9.461965e-01
STANDING " 6" 2.803462e-01 -1.812363e-02 -1.121728e-01  9.451390e-01 -2.302510e-01  1.391935e-02 7.306996e-02  8.718840e-03 -4.817122e-03 -2.825191e-02 -5.898236e-02  7.673947e-02 -1.032925e-01 -4.288283e-02 -5.064322e-02 -9.450229e-01 -9.450229e-01 -9.671024e-01 -9.394047e-01 -9.634062e-01 -9.771003e-01 -9.303365e-01 -9.428640e-01 -9.734805e-01 -9.514055e-01 -9.637435e-01 -9.316124e-01 -9.432731e-01 -9.432396e-01 -9.459498e-01 -9.559140e-01 -9.266643e-01 -9.554251e-01 -9.817582e-01 -9.214932e-01 -9.256924e-01 -9.855831e-01 -9.684491e-01 -9.427951e-01 -9.731326e-01 -9.493623e-01 -9.675472e-01 -9.475613e-01 -9.424866e-01 -9.477822e-01 -9.464236e-01 -9.624222e-01 -9.627582e-01 -9.393102e-01 -9.393102e-01 -9.560991e-01 -9.158916e-01 -9.525362e-01 -9.840674e-01 -9.214491e-01 -9.220672e-01 -9.752357e-01 -9.506815e-01 -9.698958e-01 -9.528174e-01 -9.425392e-01 -9.544557e-01 -9.445641e-01 -9.553816e-01 -9.231088e-01 -9.520885e-01
STANDING " 7" 2.827235e-01 -1.457403e-02 -9.977783e-02  9.587287e-01 -1.176070e-01 -5.165737e-02 7.519151e-02  6.947004e-03 -1.084203e-02 -2.915822e-02 -7.743364e-02  8.510450e-02 -9.015397e-02 -4.127976e-02 -5.453900e-02 -9.427247e-01 -9.427247e-01 -9.733813e-01 -9.434256e-01 -9.773771e-01 -9.766818e-01 -9.418838e-01 -9.385505e-01 -9.763231e-01 -9.671651e-01 -9.682296e-01 -9.381216e-01 -9.575487e-01 -9.571651e-01 -9.456115e-01 -9.674179e-01 -9.387050e-01 -9.736712e-01 -9.793076e-01 -9.234009e-01 -9.170642e-01 -9.879175e-01 -9.661630e-01 -9.391610e-01 -9.764035e-01 -9.658106e-01 -9.720601e-01 -9.452477e-01 -9.496469e-01 -9.516308e-01 -9.659834e-01 -9.768378e-01 -9.781668e-01 -9.335902e-01 -9.335902e-01 -9.685664e-01 -9.184390e-01 -9.721079e-01 -9.805413e-01 -9.191188e-01 -9.123588e-01 -9.787291e-01 -9.668503e-01 -9.745337e-01 -9.478920e-01 -9.458182e-01 -9.543394e-01 -9.372880e-01 -9.690922e-01 -9.198481e-01 -9.718994e-01
STANDING " 8" 2.796210e-01 -1.481131e-02 -1.061150e-01  9.576699e-01 -9.046035e-02 -9.793920e-02 7.537390e-02  8.149517e-03  3.221533e-03 -2.196720e-02 -2.801176e-02  6.368891e-02 -9.775758e-02 -4.851907e-02 -4.784832e-02 -9.537629e-01 -9.537629e-01 -9.849208e-01 -9.528485e-01 -9.875806e-01 -9.882199e-01 -9.500491e-01 -9.503629e-01 -9.890292e-01 -9.761777e-01 -9.794772e-01 -9.696774e-01 -9.725955e-01 -9.755123e-01 -9.537461e-01 -9.797459e-01 -9.645642e-01 -9.837092e-01 -9.888154e-01 -9.384794e-01 -9.260653e-01 -9.876902e-01 -9.589041e-01 -9.182939e-01 -9.891989e-01 -9.764421e-01 -9.826109e-01 -9.729904e-01 -9.694210e-01 -9.741183e-01 -9.815731e-01 -9.855088e-01 -9.892709e-01 -9.371872e-01 -9.371872e-01 -9.799322e-01 -9.532248e-01 -9.824603e-01 -9.891837e-01 -9.362317e-01 -9.197450e-01 -9.904141e-01 -9.785817e-01 -9.844657e-01 -9.742010e-01 -9.680555e-01 -9.759765e-01 -9.386282e-01 -9.791354e-01 -9.541198e-01 -9.818323e-01
STANDING " 9" 2.823101e-01 -2.004550e-02 -9.527475e-02  9.613235e-01 -1.038382e-02  9.147692e-03 7.600321e-02  1.306998e-02 -4.700786e-03 -2.918314e-02 -6.081016e-02  9.924093e-02 -9.589770e-02 -4.191996e-02 -5.757431e-02 -9.451675e-01 -9.451675e-01 -9.695246e-01 -9.210302e-01 -9.698240e-01 -9.716627e-01 -9.448494e-01 -9.416869e-01 -9.713138e-01 -9.626243e-01 -9.671292e-01 -9.169744e-01 -9.545143e-01 -9.415103e-01 -9.463302e-01 -9.632429e-01 -9.297691e-01 -9.674916e-01 -9.757413e-01 -9.386358e-01 -9.192958e-01 -9.891032e-01 -9.725739e-01 -9.322453e-01 -9.699734e-01 -9.638493e-01 -9.705843e-01 -9.219906e-01 -9.460466e-01 -9.398897e-01 -9.491057e-01 -9.750365e-01 -9.697265e-01 -9.361050e-01 -9.361050e-01 -9.637642e-01 -9.082914e-01 -9.652871e-01 -9.775792e-01 -9.387900e-01 -9.138968e-01 -9.712788e-01 -9.682346e-01 -9.725887e-01 -9.247386e-01 -9.419506e-01 -9.449428e-01 -9.402655e-01 -9.635932e-01 -9.109097e-01 -9.647708e-01
STANDING "10" 2.766503e-01 -1.554186e-02 -1.079641e-01  9.540088e-01 -4.315978e-02  3.469802e-02 8.097844e-02  1.190076e-02 -4.858410e-03 -2.818543e-02 -8.768205e-02  1.032516e-01 -1.047538e-01 -3.715930e-02 -5.841625e-02 -9.519889e-01 -9.519889e-01 -9.651638e-01 -9.297873e-01 -9.716377e-01 -9.700998e-01 -9.233787e-01 -9.552724e-01 -9.635652e-01 -9.421878e-01 -9.722415e-01 -9.240059e-01 -9.603238e-01 -9.509157e-01 -9.401102e-01 -9.516337e-01 -9.377867e-01 -9.656141e-01 -9.784035e-01 -9.195618e-01 -9.412714e-01 -9.912595e-01 -9.754107e-01 -9.595797e-01 -9.643115e-01 -9.413287e-01 -9.764306e-01 -9.298951e-01 -9.588612e-01 -9.536811e-01 -9.503675e-01 -9.764450e-01 -9.690510e-01 -9.372645e-01 -9.372645e-01 -9.520582e-01 -9.204868e-01 -9.644094e-01 -9.829492e-01 -9.218605e-01 -9.380987e-01 -9.686121e-01 -9.448474e-01 -9.794287e-01 -9.322739e-01 -9.583999e-01 -9.589013e-01 -9.450482e-01 -9.521060e-01 -9.229616e-01 -9.650558e-01
STANDING "11" 2.777156e-01 -1.719909e-02 -1.086866e-01  9.564645e-01 -1.730827e-01  1.271984e-01 7.600977e-02  1.241310e-02 -7.459162e-04 -2.931415e-02 -7.654650e-02  8.105882e-02 -9.951936e-02 -3.959921e-02 -5.247328e-02 -9.848538e-01 -9.848538e-01 -9.892424e-01 -9.799780e-01 -9.934282e-01 -9.938081e-01 -9.687031e-01 -9.876698e-01 -9.923855e-01 -9.792870e-01 -9.884608e-01 -9.783017e-01 -9.940255e-01 -9.807630e-01 -9.822554e-01 -9.886366e-01 -9.825765e-01 -9.929810e-01 -9.949789e-01 -9.641733e-01 -9.863827e-01 -9.945294e-01 -9.810478e-01 -9.894333e-01 -9.925274e-01 -9.794283e-01 -9.901330e-01 -9.802425e-01 -9.942105e-01 -9.806367e-01 -9.866904e-01 -9.955716e-01 -9.906632e-01 -9.803054e-01 -9.803054e-01 -9.888540e-01 -9.770714e-01 -9.925792e-01 -9.955738e-01 -9.635068e-01 -9.859585e-01 -9.934146e-01 -9.811858e-01 -9.903781e-01 -9.810091e-01 -9.943531e-01 -9.823088e-01 -9.815040e-01 -9.880212e-01 -9.774377e-01 -9.922775e-01
STANDING "12" 2.774058e-01 -1.690025e-02 -1.055270e-01  9.573178e-01 -2.188654e-01 -3.953828e-02 7.446318e-02  1.004800e-02 -7.881314e-03 -3.000304e-02 -7.000838e-02  7.425682e-02 -9.763804e-02 -4.095208e-02 -4.828637e-02 -9.414599e-01 -9.414599e-01 -9.687907e-01 -8.881014e-01 -9.692900e-01 -9.764695e-01 -9.327757e-01 -9.471782e-01 -9.719716e-01 -9.532918e-01 -9.711225e-01 -8.902927e-01 -9.482519e-01 -9.526020e-01 -9.452178e-01 -9.608590e-01 -9.023568e-01 -9.630598e-01 -9.812440e-01 -9.231403e-01 -9.206848e-01 -9.853142e-01 -9.704826e-01 -9.395341e-01 -9.724402e-01 -9.532031e-01 -9.755570e-01 -8.836553e-01 -9.414692e-01 -9.503648e-01 -9.554156e-01 -9.711955e-01 -9.736894e-01 -9.352329e-01 -9.352329e-01 -9.626789e-01 -8.522716e-01 -9.619232e-01 -9.836472e-01 -9.228520e-01 -9.141892e-01 -9.755814e-01 -9.566663e-01 -9.787928e-01 -8.843852e-01 -9.385299e-01 -9.543358e-01 -9.397419e-01 -9.641456e-01 -8.500332e-01 -9.629097e-01
STANDING "13" 2.777584e-01 -1.678920e-02 -1.121241e-01  9.426953e-01 -2.399431e-01 -5.248566e-02 7.586310e-02  7.620352e-03 -7.049793e-04 -2.954922e-02 -7.532052e-02  8.547125e-02 -9.812000e-02 -4.128726e-02 -5.392608e-02 -9.715642e-01 -9.715642e-01 -9.868000e-01 -9.578254e-01 -9.836376e-01 -9.894260e-01 -9.594276e-01 -9.775673e-01 -9.881983e-01 -9.777528e-01 -9.846086e-01 -9.571541e-01 -9.729131e-01 -9.743944e-01 -9.723936e-01 -9.819775e-01 -9.574888e-01 -9.771974e-01 -9.910208e-01 -9.494224e-01 -9.675380e-01 -9.922324e-01 -9.746812e-01 -9.768272e-01 -9.876361e-01 -9.777042e-01 -9.869262e-01 -9.555774e-01 -9.717218e-01 -9.734366e-01 -9.784651e-01 -9.809827e-01 -9.851770e-01 -9.685197e-01 -9.685197e-01 -9.818656e-01 -9.449802e-01 -9.761977e-01 -9.918177e-01 -9.471798e-01 -9.640481e-01 -9.881851e-01 -9.794123e-01 -9.878715e-01 -9.558184e-01 -9.714252e-01 -9.755333e-01 -9.704454e-01 -9.806213e-01 -9.468575e-01 -9.764673e-01
STANDING "14" 2.805456e-01 -1.520781e-02 -1.038177e-01  8.753196e-01 -2.266922e-01 -3.381749e-01 7.379337e-02  5.795662e-03 -7.207778e-03 -2.208865e-02 -5.581088e-02  7.904759e-02 -1.007185e-01 -4.500968e-02 -5.090362e-02 -9.434568e-01 -9.434568e-01 -9.729658e-01 -9.435300e-01 -9.748733e-01 -9.726996e-01 -9.421782e-01 -9.424220e-01 -9.781816e-01 -9.672499e-01 -9.667184e-01 -9.571118e-01 -9.508362e-01 -9.509999e-01 -9.497151e-01 -9.702141e-01 -9.444056e-01 -9.691756e-01 -9.732689e-01 -9.285257e-01 -9.222763e-01 -9.720054e-01 -9.657810e-01 -9.407577e-01 -9.782485e-01 -9.663624e-01 -9.707667e-01 -9.610918e-01 -9.462806e-01 -9.465891e-01 -9.699489e-01 -9.706930e-01 -9.746879e-01 -9.367356e-01 -9.367356e-01 -9.704372e-01 -9.314262e-01 -9.668342e-01 -9.736056e-01 -9.260559e-01 -9.177819e-01 -9.803966e-01 -9.678302e-01 -9.735943e-01 -9.627410e-01 -9.443069e-01 -9.501627e-01 -9.397999e-01 -9.696775e-01 -9.348156e-01 -9.660193e-01
STANDING "15" 2.789158e-01 -1.835164e-02 -1.059108e-01  9.655289e-01 -1.647132e-01  6.459760e-02 7.522807e-02  6.172555e-03 -6.587371e-03 -2.624336e-02 -6.596375e-02  7.619467e-02 -1.013588e-01 -4.385075e-02 -5.227840e-02 -9.612076e-01 -9.612076e-01 -9.814951e-01 -9.469614e-01 -9.844071e-01 -9.867250e-01 -9.433488e-01 -9.654735e-01 -9.853535e-01 -9.678847e-01 -9.826323e-01 -9.503803e-01 -9.751339e-01 -9.682649e-01 -9.603373e-01 -9.790788e-01 -9.567339e-01 -9.831881e-01 -9.889492e-01 -9.319001e-01 -9.516703e-01 -9.884321e-01 -9.656880e-01 -9.588102e-01 -9.854591e-01 -9.677204e-01 -9.853019e-01 -9.477908e-01 -9.713326e-01 -9.681670e-01 -9.715143e-01 -9.881074e-01 -9.812931e-01 -9.486004e-01 -9.486004e-01 -9.799948e-01 -9.312868e-01 -9.814328e-01 -9.900610e-01 -9.302864e-01 -9.479059e-01 -9.869341e-01 -9.699341e-01 -9.866545e-01 -9.482752e-01 -9.694429e-01 -9.712822e-01 -9.502040e-01 -9.801841e-01 -9.288383e-01 -9.803297e-01
STANDING "16" 2.834974e-01 -1.659997e-02 -1.036577e-01  9.415877e-01 -5.788670e-02 -1.667375e-01 7.364389e-02  1.207680e-02 -4.763106e-03 -2.993373e-02 -6.866773e-02  8.673427e-02 -1.001073e-01 -4.249822e-02 -5.443353e-02 -9.699488e-01 -9.699488e-01 -9.892052e-01 -9.725282e-01 -9.928486e-01 -9.894277e-01 -9.693140e-01 -9.699995e-01 -9.910386e-01 -9.824254e-01 -9.860919e-01 -9.731574e-01 -9.835942e-01 -9.836393e-01 -9.710826e-01 -9.865027e-01 -9.754486e-01 -9.911724e-01 -9.890768e-01 -9.602983e-01 -9.534690e-01 -9.853597e-01 -9.805524e-01 -9.595628e-01 -9.910265e-01 -9.826220e-01 -9.880738e-01 -9.734001e-01 -9.801103e-01 -9.823570e-01 -9.871023e-01 -9.925894e-01 -9.926985e-01 -9.572945e-01 -9.572945e-01 -9.867616e-01 -9.641058e-01 -9.908094e-01 -9.891006e-01 -9.581743e-01 -9.485403e-01 -9.918471e-01 -9.842365e-01 -9.886580e-01 -9.739269e-01 -9.784024e-01 -9.835274e-01 -9.571736e-01 -9.859127e-01 -9.635747e-01 -9.906728e-01
STANDING "17" 2.779425e-01 -1.741201e-02 -1.114321e-01  9.046785e-01 -2.574868e-01 -2.026878e-01 7.408650e-02  6.578535e-03 -4.035996e-03 -2.695769e-02 -7.706321e-02  8.805619e-02 -1.012892e-01 -4.045188e-02 -5.463313e-02 -9.776360e-01 -9.776360e-01 -9.917428e-01 -9.781846e-01 -9.936730e-01 -9.909275e-01 -9.741706e-01 -9.802316e-01 -9.921292e-01 -9.862783e-01 -9.895636e-01 -9.806963e-01 -9.873340e-01 -9.859550e-01 -9.809677e-01 -9.901628e-01 -9.842911e-01 -9.927239e-01 -9.911639e-01 -9.681767e-01 -9.704627e-01 -9.857514e-01 -9.758105e-01 -9.691718e-01 -9.920940e-01 -9.866613e-01 -9.912170e-01 -9.813731e-01 -9.851212e-01 -9.855384e-01 -9.892572e-01 -9.936999e-01 -9.923271e-01 -9.753773e-01 -9.753773e-01 -9.903632e-01 -9.776808e-01 -9.923721e-01 -9.913185e-01 -9.664273e-01 -9.669990e-01 -9.927754e-01 -9.882003e-01 -9.914504e-01 -9.817913e-01 -9.839466e-01 -9.867253e-01 -9.755048e-01 -9.894721e-01 -9.772634e-01 -9.921773e-01
STANDING "18" 2.784588e-01 -1.663535e-02 -1.084534e-01  9.475732e-01 -2.042063e-01 -4.857671e-02 7.535395e-02  1.046987e-02 -1.816405e-03 -2.658732e-02 -7.322601e-02  8.431907e-02 -9.871740e-02 -4.065734e-02 -5.323845e-02 -9.726075e-01 -9.726075e-01 -9.859653e-01 -9.630068e-01 -9.886860e-01 -9.904099e-01 -9.612391e-01 -9.757728e-01 -9.895450e-01 -9.752437e-01 -9.862657e-01 -9.644289e-01 -9.835612e-01 -9.742944e-01 -9.767976e-01 -9.849871e-01 -9.723526e-01 -9.889607e-01 -9.920198e-01 -9.542234e-01 -9.618739e-01 -9.942701e-01 -9.813359e-01 -9.760443e-01 -9.894367e-01 -9.752778e-01 -9.884552e-01 -9.622542e-01 -9.804171e-01 -9.728204e-01 -9.819710e-01 -9.911520e-01 -9.862590e-01 -9.722855e-01 -9.722855e-01 -9.860153e-01 -9.597971e-01 -9.885197e-01 -9.927891e-01 -9.529120e-01 -9.572162e-01 -9.902879e-01 -9.771790e-01 -9.892758e-01 -9.622727e-01 -9.788018e-01 -9.748226e-01 -9.732649e-01 -9.862774e-01 -9.591135e-01 -9.884075e-01
STANDING "19" 2.781723e-01 -1.542441e-02 -1.090419e-01  9.440458e-01 -2.238978e-01  1.306437e-01 7.541204e-02  9.913383e-03  1.292163e-03 -2.509057e-02 -6.314298e-02  7.105202e-02 -9.904679e-02 -4.229185e-02 -5.237699e-02 -9.605057e-01 -9.605057e-01 -9.830689e-01 -9.417450e-01 -9.858016e-01 -9.873520e-01 -9.528729e-01 -9.685434e-01 -9.850396e-01 -9.700113e-01 -9.834633e-01 -9.478656e-01 -9.750617e-01 -9.651006e-01 -9.689108e-01 -9.791354e-01 -9.585781e-01 -9.845366e-01 -9.899110e-01 -9.444303e-01 -9.525997e-01 -9.924115e-01 -9.714266e-01 -9.588620e-01 -9.847920e-01 -9.705433e-01 -9.861425e-01 -9.461097e-01 -9.695763e-01 -9.607343e-01 -9.751267e-01 -9.880967e-01 -9.834539e-01 -9.625493e-01 -9.625493e-01 -9.796408e-01 -9.379510e-01 -9.830694e-01 -9.911617e-01 -9.431938e-01 -9.477540e-01 -9.859137e-01 -9.735885e-01 -9.875246e-01 -9.466070e-01 -9.669672e-01 -9.632128e-01 -9.642591e-01 -9.791791e-01 -9.367235e-01 -9.822286e-01
STANDING "20" 2.780769e-01 -1.806950e-02 -1.004028e-01  9.112318e-01 -3.059387e-01  7.086553e-02 7.635562e-02  1.169302e-02 -6.136819e-03 -2.413350e-02 -6.983089e-02  7.736714e-02 -1.020491e-01 -4.321524e-02 -5.181522e-02 -9.224069e-01 -9.224069e-01 -9.566249e-01 -8.836750e-01 -9.479365e-01 -9.619327e-01 -8.981942e-01 -9.299858e-01 -9.597105e-01 -9.357176e-01 -9.527411e-01 -8.810194e-01 -9.106491e-01 -9.114099e-01 -9.212256e-01 -9.400079e-01 -8.794377e-01 -9.296000e-01 -9.672100e-01 -8.754104e-01 -9.131425e-01 -9.819169e-01 -9.574627e-01 -9.424373e-01 -9.595283e-01 -9.356057e-01 -9.589363e-01 -8.867492e-01 -9.039139e-01 -9.073433e-01 -9.216442e-01 -9.476331e-01 -9.486699e-01 -9.106721e-01 -9.106721e-01 -9.384544e-01 -8.436834e-01 -9.263288e-01 -9.698062e-01 -8.725254e-01 -9.109959e-01 -9.630989e-01 -9.404742e-01 -9.639731e-01 -8.905257e-01 -9.012375e-01 -9.148720e-01 -9.186519e-01 -9.360250e-01 -8.491273e-01 -9.272257e-01
STANDING "21" 2.769522e-01 -1.670847e-02 -1.104179e-01  8.812133e-01 -3.461556e-01 -2.076857e-01 7.545439e-02  1.006212e-02 -3.320937e-03 -1.917319e-02 -7.381159e-02  8.648633e-02 -1.031998e-01 -4.043008e-02 -5.382117e-02 -9.587743e-01 -9.587743e-01 -9.747652e-01 -9.498372e-01 -9.768571e-01 -9.783277e-01 -9.496949e-01 -9.602741e-01 -9.768030e-01 -9.645030e-01 -9.747806e-01 -9.569900e-01 -9.600826e-01 -9.594326e-01 -9.622913e-01 -9.706343e-01 -9.567230e-01 -9.761268e-01 -9.814200e-01 -9.436016e-01 -9.461234e-01 -9.829067e-01 -9.776814e-01 -9.585900e-01 -9.770634e-01 -9.639215e-01 -9.779157e-01 -9.625145e-01 -9.559792e-01 -9.593270e-01 -9.718665e-01 -9.768159e-01 -9.754273e-01 -9.569199e-01 -9.569199e-01 -9.716065e-01 -9.456144e-01 -9.761537e-01 -9.828928e-01 -9.435452e-01 -9.424589e-01 -9.795305e-01 -9.660241e-01 -9.797233e-01 -9.645303e-01 -9.540809e-01 -9.631246e-01 -9.600418e-01 -9.719261e-01 -9.477632e-01 -9.777066e-01
STANDING "22" 2.790539e-01 -1.585632e-02 -1.049674e-01  9.540643e-01 -2.264188e-01  3.238250e-02 7.523229e-02  1.072870e-02 -6.262917e-03 -2.752018e-02 -6.900677e-02  7.334666e-02 -9.750135e-02 -4.209987e-02 -5.131792e-02 -9.548077e-01 -9.548077e-01 -9.758760e-01 -9.316243e-01 -9.786035e-01 -9.803739e-01 -9.291614e-01 -9.571018e-01 -9.749692e-01 -9.521415e-01 -9.775674e-01 -9.170181e-01 -9.706824e-01 -9.623278e-01 -9.490445e-01 -9.597439e-01 -9.320653e-01 -9.683778e-01 -9.850005e-01 -9.226933e-01 -9.422017e-01 -9.928273e-01 -9.710807e-01 -9.588902e-01 -9.756391e-01 -9.523035e-01 -9.814781e-01 -9.178370e-01 -9.647147e-01 -9.605825e-01 -9.497160e-01 -9.849001e-01 -9.797536e-01 -9.398663e-01 -9.398663e-01 -9.588251e-01 -9.007766e-01 -9.660861e-01 -9.874003e-01 -9.236576e-01 -9.384099e-01 -9.787730e-01 -9.561700e-01 -9.843052e-01 -9.198518e-01 -9.621727e-01 -9.636528e-01 -9.437391e-01 -9.566540e-01 -9.002224e-01 -9.653447e-01
STANDING "23" 2.778993e-01 -1.774755e-02 -1.105970e-01  9.198571e-01 -1.174014e-01 -2.236312e-01 7.502065e-02  1.058615e-02 -5.292609e-03 -3.273977e-02 -6.522648e-02  8.168890e-02 -9.814811e-02 -4.167742e-02 -5.482263e-02 -9.572123e-01 -9.572123e-01 -9.786715e-01 -9.384303e-01 -9.763993e-01 -9.836272e-01 -9.628318e-01 -9.451706e-01 -9.832833e-01 -9.751766e-01 -9.696102e-01 -9.475104e-01 -9.527812e-01 -9.679396e-01 -9.579862e-01 -9.737982e-01 -9.445838e-01 -9.725988e-01 -9.854215e-01 -9.584445e-01 -9.294097e-01 -9.846104e-01 -9.848186e-01 -9.471997e-01 -9.831420e-01 -9.752200e-01 -9.735952e-01 -9.420112e-01 -9.480748e-01 -9.623897e-01 -9.727707e-01 -9.725095e-01 -9.846545e-01 -9.516699e-01 -9.516699e-01 -9.748115e-01 -9.237966e-01 -9.723874e-01 -9.863334e-01 -9.580424e-01 -9.261101e-01 -9.845316e-01 -9.771580e-01 -9.762413e-01 -9.416985e-01 -9.458712e-01 -9.642499e-01 -9.552914e-01 -9.750537e-01 -9.248054e-01 -9.738497e-01
